id;nazwa_wojewodztwa;kod_rynku;kod_branzy;liczba_pracownikow;zrodlo_rejestr;data_rejestracji;data_ostatnie_zamowienie;obecnosc_w_internecie;target_wartosc_sprzedazy
27682;dolnoœl¹skie;WBW;1402;;CEIDG;04.10.1993;05.10.2020;nie ma strony www;1100
27683;zachodniopomorskie;KSW;1387;2-5 osób;CEIDG;01.02.1992;15.11.2019;ma stronê www;850
27685;dolnoœl¹skie;LGW;755;1 osoba;CEIDG;14.05.2001;17.06.2019;nie ma strony www;400
27690;mazowieckie;GAW;968;2-5 osób;CEIDG;27.10.1987;20.03.2020;ma stronê www;1500
27709;dolnoœl¹skie;WBW;848;;CEIDG;30.05.2007;25.09.2018;ma stronê www;1400
27714;podkarpackie;PRW;10001;;CEIDG;22.09.2009;30.01.2020;nie ma strony www;570
27719;kujawsko-pomorskie;TOW;10001;1 osoba;CEIDG;17.10.2005;30.06.2020;ma stronê www;2000
27733;œl¹skie;RBW;10001;1 osoba;CEIDG;06.12.2005;11.09.2020;ma stronê www;520
27748;mazowieckie;OSW;1171;;CEIDG;02.03.2004;07.06.2019;ma stronê www;5940
27757;wielkopolskie;PIW;1574;1 osoba;CEIDG;10.10.2003;19.12.2018;ma stronê www;380
27760;œl¹skie;RBW;1171;6-10 osób;CEIDG;18.02.2005;01.02.2019;ma stronê www;22032
27767;zachodniopomorskie;KSW;10001;2-5 osób;CEIDG;17.01.2003;10.06.2019;ma stronê www;4330
27778;œl¹skie;BBW;1574;;CEIDG;23.10.2008;14.07.2020;ma stronê www;1400
27779;œl¹skie;KTW;907;6-10 osób;CEIDG;01.04.2006;25.03.2020;ma stronê www;4140
27781;podkarpackie;RZW;10001;6-10 osób;CEIDG;18.06.2008;09.10.2018;ma stronê www;1250
27801;ma³opolskie;KRW;437;1 osoba;CEIDG;20.01.2010;21.05.2018;ma stronê www;1000
27814;ma³opolskie;KRW;437;2-5 osób;CEIDG;20.01.2005;30.04.2020;ma stronê www;1440
27818;ma³opolskie;KRW;526;;CEIDG;11.03.1992;22.11.2018;ma stronê www;4450
27824;mazowieckie;RDW;1433;;CEIDG;24.07.2008;03.10.2019;ma stronê www;2350
27841;podlaskie;BIW;1386;1 osoba;CEIDG;11.08.1999;08.05.2018;e-commerce;500
27845;lubelskie;LBW;10001;6-10 osób;CEIDG;22.03.2001;15.06.2020;ma stronê www;9576
27849;dolnoœl¹skie;WRW;522;;CEIDG;04.07.2010;20.10.2020;nie ma strony www;1800
27860;zachodniopomorskie;SZW;755;;CEIDG;08.07.2010;05.11.2018;ma stronê www;560
27862;³ódzkie;PTW;848;2-5 osób;CEIDG;13.01.2009;15.05.2020;e-commerce;2424
27865;ma³opolskie;TRW;411;6-10 osób;CEIDG;02.10.2006;24.07.2020;nie ma strony www;1200
27872;mazowieckie;SDW;968;2-5 osób;CEIDG;20.02.2003;22.08.2018;ma stronê www;2480
27875;mazowieckie;PAW;10001;2-5 osób;CEIDG;24.08.2009;16.10.2020;nie ma strony www;1176
27879;mazowieckie;WAW;1171;2-5 osób;CEIDG;07.07.2000;27.11.2018;ma stronê www;3955
27890;œwiêtokrzyskie;KIW;968;;CEIDG;13.05.2010;17.01.2018;ma stronê www;700
27892;podlaskie;BIW;437;1 osoba;CEIDG;25.05.2006;07.08.2020;ma stronê www;2814
27893;kujawsko-pomorskie;TOW;1171;;CEIDG;01.04.2010;09.04.2019;ma stronê www;840
38705;œl¹skie;BBW;1387;;CEIDG;01.05.2013;30.05.2018;ma stronê www;3500
38706;œl¹skie;GLW;5;6-10 osób;CEIDG;03.04.2009;20.02.2018;ma stronê www;1615
38713;œl¹skie;BBW;1574;;CEIDG;01.03.2013;08.09.2020;nie ma strony www;560
38718;œl¹skie;TYW;848;;CEIDG;15.01.2001;28.05.2020;ma stronê www;4203
38736;œl¹skie;KTW;98;;CEIDG;18.05.2011;15.05.2019;ma stronê www;1700
38737;œl¹skie;KTW;5;;CEIDG;01.09.2012;04.09.2018;nie ma strony www;450
38744;œl¹skie;RBW;526;6-10 osób;CEIDG;02.06.2010;15.03.2019;nie ma strony www;1920
38755;œl¹skie;DGW;1386;;CEIDG;10.09.2013;17.01.2020;ma stronê www;950
38759;œl¹skie;KTW;98;;CEIDG;08.01.2013;06.05.2020;ma stronê www;500
38772;œl¹skie;RBW;848;;CEIDG;01.07.2013;06.03.2018;nie ma strony www;1290
38779;œl¹skie;GLW;652;;CEIDG;21.12.2012;29.07.2019;ma stronê www;6000
38780;œl¹skie;GLW;1433;;CEIDG;13.09.2012;03.03.2020;e-commerce;36098
38782;pomorskie;GDW;1387;;CEIDG;21.01.2013;08.05.2018;ma stronê www;1100
38788;œl¹skie;TYW;1574;;CEIDG;26.09.2013;10.04.2020;ma stronê www;3668
38798;œl¹skie;GLW;1433;;CEIDG;02.09.2013;21.11.2019;ma stronê www;22572
38812;œl¹skie;GLW;526;;CEIDG;23.08.2013;03.04.2020;e-commerce;1020
38813;œl¹skie;KTW;1386;;CEIDG;02.10.2013;22.01.2019;ma stronê www;650
38815;œl¹skie;KTW;755;;CEIDG;20.09.2013;26.05.2020;ma stronê www;1550
38825;ma³opolskie;KRW;1402;;CEIDG;31.08.2010;23.09.2020;ma stronê www;11042
38826;ma³opolskie;KRW;907;;CEIDG;22.09.2009;29.10.2019;ma stronê www;350
38830;ma³opolskie;TRW;5;;CEIDG;14.10.2011;25.06.2020;ma stronê www;880
38833;ma³opolskie;NSW;5;;CEIDG;01.09.2013;10.02.2020;ma stronê www;5177
38853;ma³opolskie;NSW;5;;CEIDG;07.10.2011;13.03.2020;ma stronê www;1100
38861;ma³opolskie;KRW;1386;;CEIDG;03.07.2013;21.09.2020;ma stronê www;1900
38863;ma³opolskie;KRW;5;;CEIDG;31.08.2005;18.06.2020;ma stronê www;2400
38866;ma³opolskie;KRW;522;;CEIDG;15.09.2011;16.11.2019;ma stronê www;2060
38867;ma³opolskie;TRW;848;;CEIDG;22.06.2012;20.03.2018;e-commerce;1250
38870;ma³opolskie;KRW;755;;CEIDG;01.11.2009;30.08.2018;ma stronê www;23880
38876;ma³opolskie;KRW;848;;CEIDG;07.11.2012;05.12.2018;e-commerce;500
38879;ma³opolskie;KRW;5;;CEIDG;01.03.2013;17.06.2020;ma stronê www;1600
38880;ma³opolskie;TRW;5;;CEIDG;02.07.2013;15.09.2020;ma stronê www;1200
38884;ma³opolskie;KRW;1387;;CEIDG;11.03.2014;08.06.2018;ma stronê www;4796,8
38887;ma³opolskie;KRW;5;;CEIDG;02.10.2013;23.04.2020;ma stronê www;1603,2
38891;ma³opolskie;KRW;1171;;CEIDG;15.06.2010;12.04.2019;ma stronê www;500
38894;ma³opolskie;KRW;437;;CEIDG;15.03.2013;10.12.2019;ma stronê www;4260
38899;ma³opolskie;KRW;848;;CEIDG;31.07.2013;13.09.2018;ma stronê www;2000
38906;ma³opolskie;NSW;1433;;CEIDG;09.08.2012;09.01.2018;ma stronê www;1300
38909;ma³opolskie;KRW;968;;CEIDG;17.06.2013;18.02.2019;ma stronê www;23022
38910;ma³opolskie;KRW;98;;CEIDG;24.08.2012;10.05.2018;ma stronê www;1000
38918;ma³opolskie;KRW;98;;CEIDG;01.08.2011;06.08.2019;ma stronê www;160
38919;ma³opolskie;TRW;1387;;CEIDG;19.03.2013;02.07.2018;e-commerce;2840
38921;ma³opolskie;NSW;98;;CEIDG;27.06.2013;05.02.2020;nie ma strony www;2250
38925;ma³opolskie;KRW;968;;CEIDG;03.12.2012;13.01.2020;ma stronê www;860
38936;dolnoœl¹skie;WBW;1433;;CEIDG;07.03.2003;14.07.2020;ma stronê www;2880
38941;pomorskie;GDW;1574;;CEIDG;05.01.2010;14.08.2018;ma stronê www;520
38942;pomorskie;SLW;1171;;CEIDG;28.11.2012;16.10.2020;ma stronê www;2060
38946;pomorskie;GDW;5;;CEIDG;12.09.2011;07.10.2019;nie ma strony www;1270
38954;pomorskie;GDW;1574;;CEIDG;18.07.2013;29.05.2020;ma stronê www;1440
38957;pomorskie;SLW;848;;CEIDG;21.07.2006;23.10.2020;nie ma strony www;1500
38958;pomorskie;GDW;848;;CEIDG;01.02.2013;18.08.2020;nie ma strony www;760
38973;pomorskie;GDW;907;;CEIDG;19.01.2000;19.07.2019;ma stronê www;2573
38980;pomorskie;SLW;10001;2-5 osób;CEIDG;01.12.1990;03.04.2020;ma stronê www;550
38984;pomorskie;GDW;98;;CEIDG;15.10.2000;25.06.2018;ma stronê www;2400
38986;pomorskie;GDW;1171;;CEIDG;01.10.2013;13.12.2019;nie ma strony www;1302
38987;pomorskie;GDW;1171;;CEIDG;21.06.2011;24.07.2020;ma stronê www;675
38989;pomorskie;GDW;848;;CEIDG;01.06.2013;10.08.2018;ma stronê www;1650
38990;pomorskie;GDW;5;;CEIDG;27.09.2011;24.06.2019;nie ma strony www;700
38997;pomorskie;GDW;1402;;CEIDG;30.10.2013;21.05.2020;ma stronê www;675
39002;³ódzkie;LDW;968;;CEIDG;27.06.2013;11.04.2018;ma stronê www;350
39004;³ódzkie;PTW;652;;CEIDG;16.09.2013;14.09.2020;ma stronê www;48528
39008;³ódzkie;PTW;755;2-5 osób;CEIDG;01.12.1992;02.09.2020;nie ma strony www;750
39026;³ódzkie;SKW;98;;CEIDG;28.03.2013;03.12.2019;ma stronê www;1500
39033;³ódzkie;PTW;652;;CEIDG;04.07.2013;20.03.2019;nie ma strony www;1920
39039;³ódzkie;LDW;1171;;CEIDG;08.10.2013;30.10.2019;ma stronê www;1450
39041;³ódzkie;PTW;522;;CEIDG;11.12.2012;09.07.2020;ma stronê www;1728
39042;³ódzkie;PTW;411;1 osoba;CEIDG;16.09.2014;10.01.2019;nie ma strony www;550
39043;³ódzkie;PTW;1402;;CEIDG;12.08.2013;19.09.2019;ma stronê www;2628
39047;³ódzkie;LDW;98;;CEIDG;30.08.2013;10.03.2020;ma stronê www;11600
39051;³ódzkie;SRW;755;;CEIDG;29.01.2013;04.07.2018;e-commerce;900
39058;³ódzkie;PTW;437;;CEIDG;11.06.2012;27.08.2019;nie ma strony www;2050
39064;³ódzkie;PTW;5;;CEIDG;30.10.2013;10.06.2020;ma stronê www;2200
39066;³ódzkie;LDW;652;;CEIDG;06.12.2012;09.06.2020;ma stronê www;950
39070;³ódzkie;LDW;1574;;CEIDG;12.04.2012;26.04.2018;nie ma strony www;1200
39087;mazowieckie;WAW;968;;CEIDG;04.01.1992;04.06.2020;ma stronê www;500
39092;zachodniopomorskie;KSW;437;;CEIDG;01.02.2012;21.09.2020;ma stronê www;1890
39097;zachodniopomorskie;SZW;1386;;CEIDG;30.03.2012;22.08.2018;ma stronê www;2000
39098;zachodniopomorskie;PIW;848;;CEIDG;14.05.2013;09.12.2019;ma stronê www;450
39102;zachodniopomorskie;SZW;1574;;CEIDG;01.01.2004;22.11.2018;ma stronê www;1050
39110;zachodniopomorskie;SZW;98;;CEIDG;03.10.2013;26.10.2020;ma stronê www;1501
39115;zachodniopomorskie;KSW;5;;CEIDG;21.08.2013;11.03.2020;ma stronê www;1080
39117;zachodniopomorskie;SZW;1574;;CEIDG;04.11.2013;12.04.2018;nie ma strony www;510
39119;zachodniopomorskie;SZW;652;;CEIDG;13.03.2018;08.05.2018;nie ma strony www;690
39122;zachodniopomorskie;KSW;1171;;CEIDG;23.12.2010;27.08.2020;ma stronê www;10560
39124;zachodniopomorskie;SZW;10001;2-5 osób;CEIDG;28.03.2012;12.05.2020;ma stronê www;1800
39127;³ódzkie;LDW;98;;CEIDG;26.06.2008;10.08.2020;nie ma strony www;550
39128;mazowieckie;WAW;1574;;CEIDG;14.01.2008;24.03.2020;nie ma strony www;1300
39155;lubelskie;CHW;652;;CEIDG;07.05.2013;08.10.2018;ma stronê www;650
39161;lubelskie;LBW;652;;CEIDG;13.05.2005;11.03.2020;ma stronê www;20118
39172;lubelskie;LBW;1171;;CEIDG;02.05.2013;05.06.2020;e-commerce;850
39182;mazowieckie;WAW;10001;101-250 osób;CEIDG;16.08.2011;13.02.2019;ma stronê www;1200
39187;mazowieckie;WAW;968;;CEIDG;08.09.2008;09.01.2020;ma stronê www;3353
39200;podkarpackie;KOW;1171;;CEIDG;30.07.2013;03.12.2019;ma stronê www;650
39207;podkarpackie;RZW;1387;;CEIDG;09.03.2012;04.01.2019;ma stronê www;5400
39209;podkarpackie;RZW;1171;;CEIDG;02.01.2013;28.10.2019;ma stronê www;7728
39211;podkarpackie;RZW;1171;;CEIDG;15.10.2012;04.03.2020;ma stronê www;500
39212;podkarpackie;PRW;5;;CEIDG;04.10.2010;10.03.2020;ma stronê www;4900
39218;podkarpackie;RZW;522;;CEIDG;27.05.2013;22.07.2020;ma stronê www;14400
39221;podkarpackie;RZW;1171;;CEIDG;28.10.2013;30.07.2020;nie ma strony www;600
39223;podkarpackie;PRW;437;;CEIDG;30.11.2012;07.01.2020;ma stronê www;4008
39232;mazowieckie;WAW;437;2-5 osób;CEIDG;01.12.1998;05.03.2020;ma stronê www;500
39236;mazowieckie;WAW;10001;2-5 osób;CEIDG;20.01.1998;01.02.2018;nie ma strony www;550
39237;mazowieckie;WAW;1402;6-10 osób;CEIDG;12.03.2014;09.07.2018;nie ma strony www;600
39240;mazowieckie;WAW;411;2-5 osób;CEIDG;01.12.1994;04.09.2019;nie ma strony www;560
39242;mazowieckie;WAW;437;2-5 osób;CEIDG;12.02.1992;03.07.2019;e-commerce;1550
39244;mazowieckie;WAW;5;;CEIDG;01.01.2004;07.03.2019;ma stronê www;1450
39250;mazowieckie;WAW;437;2-5 osób;CEIDG;12.03.2014;30.05.2018;e-commerce;2400
39261;warmiñsko-mazurskie;OLW;411;;CEIDG;19.07.2011;08.01.2020;nie ma strony www;1200
39264;warmiñsko-mazurskie;OLW;1386;;CEIDG;22.01.2004;16.12.2019;ma stronê www;450
39278;warmiñsko-mazurskie;MZW;1386;;CEIDG;01.01.1997;05.06.2019;nie ma strony www;2500
39284;warmiñsko-mazurskie;ELW;98;;CEIDG;10.06.2006;03.03.2020;nie ma strony www;840
39285;warmiñsko-mazurskie;OLW;10001;;CEIDG;21.08.2009;27.03.2020;ma stronê www;590
39286;warmiñsko-mazurskie;OLW;437;;CEIDG;21.03.2012;04.02.2020;ma stronê www;9924
39287;warmiñsko-mazurskie;OLW;437;2-5 osób;CEIDG;22.08.2012;02.03.2018;ma stronê www;1250
39291;warmiñsko-mazurskie;MZW;968;;CEIDG;23.04.2013;10.01.2020;ma stronê www;720
39298;mazowieckie;WAW;5;6-10 osób;CEIDG;01.01.2007;08.05.2020;ma stronê www;9310
39309;œwiêtokrzyskie;KIW;848;;CEIDG;15.01.2013;25.01.2018;ma stronê www;1500
39315;œwiêtokrzyskie;KIW;1574;1 osoba;CEIDG;24.11.2010;04.12.2019;ma stronê www;1000
39316;œwiêtokrzyskie;KIW;5;;CEIDG;09.12.2013;28.01.2020;nie ma strony www;840
39317;mazowieckie;WAW;755;;CEIDG;18.10.2012;08.10.2019;nie ma strony www;1899
39334;mazowieckie;RDW;1386;;CEIDG;24.11.1995;25.05.2020;e-commerce;2350
39336;mazowieckie;GAW;98;1 osoba;CEIDG;23.05.2008;10.01.2020;nie ma strony www;700
39350;lubuskie;ZGW;1171;;CEIDG;28.09.2011;14.02.2019;e-commerce;3843
39360;lubuskie;ZGW;1386;;CEIDG;29.06.2009;03.04.2020;nie ma strony www;840
39363;lubuskie;ZGW;968;;CEIDG;01.04.2000;07.03.2018;ma stronê www;870
39367;lubuskie;ZGW;1387;;CEIDG;07.08.2013;15.01.2018;e-commerce;1100
39369;mazowieckie;SDW;755;6-10 osób;CEIDG;02.01.1995;06.09.2019;ma stronê www;1100
39376;mazowieckie;RDW;526;;CEIDG;14.07.2010;19.10.2020;ma stronê www;3672
39391;podlaskie;LMW;848;;CEIDG;22.02.2013;04.03.2019;ma stronê www;699
39392;podlaskie;SUW;1402;;CEIDG;09.04.2013;02.03.2020;ma stronê www;2640
39396;podlaskie;BIW;1574;;CEIDG;26.07.2013;10.12.2019;nie ma strony www;800
39414;opolskie;OPW;98;;CEIDG;16.10.2012;24.06.2019;ma stronê www;950
39423;opolskie;OPW;98;;CEIDG;11.05.2010;18.07.2019;ma stronê www;700
39428;opolskie;OPW;848;;CEIDG;10.12.2012;11.10.2018;nie ma strony www;1290
39451;mazowieckie;OSW;652;;CEIDG;22.10.1990;18.02.2020;ma stronê www;500
39458;dolnoœl¹skie;WRW;1171;;CEIDG;01.09.1998;25.05.2018;nie ma strony www;455
39465;dolnoœl¹skie;WRW;1386;;CEIDG;17.12.2012;02.04.2020;ma stronê www;15708
39466;dolnoœl¹skie;WBW;1171;1 osoba;CEIDG;07.01.2013;09.01.2020;ma stronê www;2200
39488;kujawsko-pomorskie;TOW;907;;CEIDG;21.04.2010;10.01.2020;ma stronê www;600
39492;kujawsko-pomorskie;BDW;1386;;CEIDG;01.02.2017;05.04.2018;nie ma strony www;500
39499;kujawsko-pomorskie;BDW;848;;CEIDG;09.08.2004;01.06.2020;e-commerce;3100
39504;zachodniopomorskie;SZW;5;1 osoba;CEIDG;31.12.2004;23.01.2020;e-commerce;955
39505;kujawsko-pomorskie;BDW;98;;CEIDG;01.04.1996;17.10.2018;ma stronê www;500
39509;kujawsko-pomorskie;TOW;907;;CEIDG;15.04.2013;13.01.2020;ma stronê www;530
39510;kujawsko-pomorskie;WLW;755;;KRS;16.02.2012;04.12.2019;nie ma strony www;13075
39526;wielkopolskie;KLW;10001;;CEIDG;01.01.1995;05.02.2020;ma stronê www;2900
39529;mazowieckie;WAW;907;;CEIDG;05.03.2014;23.09.2020;e-commerce;5828
39536;zachodniopomorskie;PIW;5;;CEIDG;02.04.2013;05.10.2018;ma stronê www;600
39541;wielkopolskie;POW;5;1 osoba;CEIDG;15.01.2005;03.10.2018;ma stronê www;580
39543;zachodniopomorskie;KSW;5;;CEIDG;07.04.2000;22.06.2020;ma stronê www;1105
39545;opolskie;OPW;1171;;CEIDG;30.05.2011;04.05.2020;ma stronê www;320
39553;wielkopolskie;KLW;848;;CEIDG;12.01.2006;14.04.2020;ma stronê www;771
39558;œl¹skie;CZW;10001;2-5 osób;CEIDG;12.06.2009;18.07.2018;ma stronê www;400
39561;wielkopolskie;KNW;10001;;CEIDG;29.01.1999;19.02.2019;ma stronê www;660
39572;œl¹skie;DGW;1171;;CEIDG;07.11.1997;27.02.2020;ma stronê www;1920
39573;œl¹skie;RBW;10001;;CEIDG;20.02.2013;07.11.2018;ma stronê www;500
39583;œl¹skie;DGW;437;;CEIDG;02.10.2014;31.03.2020;nie ma strony www;960
39587;œl¹skie;BBW;755;;CEIDG;01.12.1981;02.09.2020;nie ma strony www;500
39593;zachodniopomorskie;SZW;652;;KRS;17.12.2013;31.07.2020;ma stronê www;12500
39595;mazowieckie;WAW;1387;;KRS;25.05.2013;06.02.2020;nie ma strony www;1100
47701;œl¹skie;CZW;848;;CEIDG;01.10.2014;05.09.2019;ma stronê www;1500
47720;lubelskie;LBW;652;;CEIDG;07.09.2005;13.02.2019;nie ma strony www;2880
47741;lubelskie;LBW;1574;2-5 osób;CEIDG;01.10.1997;23.01.2019;ma stronê www;1920
47754;dolnoœl¹skie;WBW;1402;;CEIDG;29.12.2014;01.08.2018;ma stronê www;3100
47756;lubelskie;LBW;411;2-5 osób;CEIDG;02.03.2015;05.05.2020;nie ma strony www;2454
47765;kujawsko-pomorskie;BDW;755;;CEIDG;01.11.2015;30.05.2018;ma stronê www;1300
47786;ma³opolskie;KRW;1387;;CEIDG;04.08.2011;17.01.2018;ma stronê www;1250
47787;ma³opolskie;KRW;5;;CEIDG;20.09.2004;04.06.2018;ma stronê www;2160
47791;ma³opolskie;KRW;652;;CEIDG;07.02.2012;26.09.2019;nie ma strony www;1100
47796;mazowieckie;WAW;907;;CEIDG;02.10.2015;02.01.2020;ma stronê www;1580
47804;³ódzkie;SRW;1574;1 osoba;CEIDG;01.09.2015;20.04.2018;nie ma strony www;708
47809;ma³opolskie;KRW;848;;CEIDG;01.09.2015;09.08.2019;ma stronê www;2101
47811;ma³opolskie;KRW;1386;;CEIDG;01.09.2015;30.03.2018;nie ma strony www;500
47816;podlaskie;SUW;526;;CEIDG;16.09.2015;29.07.2020;nie ma strony www;1350
47819;wielkopolskie;POW;968;;CEIDG;01.09.2015;18.06.2018;e-commerce;2952
47822;zachodniopomorskie;SZW;526;;CEIDG;01.09.2015;10.05.2019;nie ma strony www;1000
47824;zachodniopomorskie;PIW;526;;CEIDG;02.09.2015;04.11.2019;ma stronê www;1600
47828;œl¹skie;BBW;1433;;CEIDG;07.09.2015;05.10.2020;ma stronê www;66465
47833;mazowieckie;OSW;437;;CEIDG;01.09.2015;27.03.2018;ma stronê www;650
47834;œl¹skie;CZW;1574;;CEIDG;01.10.2015;03.04.2020;nie ma strony www;500
47842;œl¹skie;TYW;1387;;CEIDG;01.10.2015;02.04.2019;e-commerce;850
47852;dolnoœl¹skie;WBW;968;;CEIDG;14.10.2015;09.10.2019;ma stronê www;450
47870;mazowieckie;LNW;968;;CEIDG;02.10.2015;06.07.2020;nie ma strony www;2220
47872;pomorskie;ELW;968;;CEIDG;15.10.2015;17.09.2018;nie ma strony www;1400
47875;pomorskie;GDW;437;1 osoba;CEIDG;01.10.2015;25.03.2020;ma stronê www;1340
47895;mazowieckie;LNW;968;;CEIDG;14.10.2015;30.11.2018;nie ma strony www;500
47898;podkarpackie;PRW;437;;CEIDG;01.09.2015;15.01.2018;ma stronê www;360
47901;³ódzkie;LDW;526;;CEIDG;02.09.2015;10.09.2019;ma stronê www;5211
47903;wielkopolskie;PIW;848;;CEIDG;16.09.2015;26.02.2020;ma stronê www;650
47904;ma³opolskie;KRW;5;;CEIDG;21.09.2015;13.02.2020;ma stronê www;960
47906;dolnoœl¹skie;WBW;848;;CEIDG;01.09.2015;05.10.2018;nie ma strony www;700
47909;³ódzkie;PTW;907;;CEIDG;14.09.2015;06.03.2018;ma stronê www;1300
47912;³ódzkie;LDW;5;;CEIDG;02.09.2015;12.02.2020;ma stronê www;1860
47918;opolskie;OPW;10001;;CEIDG;01.09.2015;09.09.2020;nie ma strony www;2140
47919;opolskie;OPW;522;;CEIDG;01.09.2015;15.02.2019;nie ma strony www;1300
47922;wielkopolskie;KLW;1433;;CEIDG;01.09.2015;18.10.2018;ma stronê www;1030
47924;³ódzkie;SKW;526;;CEIDG;02.09.2015;07.03.2018;nie ma strony www;2700
47928;œl¹skie;DGW;5;;CEIDG;01.09.2015;20.11.2019;ma stronê www;9674
47929;œl¹skie;BBW;1433;;CEIDG;01.09.2015;23.07.2018;nie ma strony www;1400
47934;wielkopolskie;PIW;411;;CEIDG;16.09.2015;14.05.2019;ma stronê www;2200
47935;mazowieckie;GAW;1171;;CEIDG;17.09.2015;21.05.2018;nie ma strony www;550
47937;œl¹skie;TYW;1433;;CEIDG;02.09.2015;19.08.2019;ma stronê www;9000
47938;zachodniopomorskie;KSW;848;;CEIDG;01.09.2015;08.07.2020;ma stronê www;8200
47941;podkarpackie;PRW;5;;CEIDG;02.09.2015;31.03.2020;e-commerce;5472
47942;podkarpackie;TBW;1171;;CEIDG;03.09.2015;23.03.2018;nie ma strony www;300
47945;mazowieckie;GAW;1402;;CEIDG;15.09.2015;19.06.2018;ma stronê www;1400
57347;warmiñsko-mazurskie;MZW;1402;1 osoba;CEIDG;06.01.1997;20.07.2020;ma stronê www;2592
57352;lubelskie;LBW;411;1 osoba;CEIDG;01.03.2013;24.05.2018;nie ma strony www;500
57354;warmiñsko-mazurskie;MZW;1574;;CEIDG;14.12.2012;12.05.2020;ma stronê www;1728
57369;œl¹skie;TYW;1386;;CEIDG;01.01.1994;06.08.2018;e-commerce;570
57372;lubelskie;LBW;5;;CEIDG;23.05.2014;21.09.2018;ma stronê www;6000
57378;lubuskie;ZGW;652;;CEIDG;01.01.2013;04.06.2020;ma stronê www;7488
57385;dolnoœl¹skie;WRW;1386;;CEIDG;28.07.2013;09.05.2018;nie ma strony www;6819
57386;lubuskie;GWW;1433;;CEIDG;02.04.2015;30.03.2018;ma stronê www;1300
57388;pomorskie;SLW;411;;CEIDG;02.12.2013;04.07.2018;ma stronê www;815
57389;mazowieckie;GRW;526;;CEIDG;15.05.1994;20.04.2018;ma stronê www;5200
57392;pomorskie;GDW;1171;;CEIDG;19.09.2014;21.04.2020;ma stronê www;1600
57395;dolnoœl¹skie;WRW;411;6-10 osób;CEIDG;15.02.1997;08.03.2018;ma stronê www;350
57415;opolskie;OPW;1386;;CEIDG;15.04.2013;24.01.2020;nie ma strony www;1512
57418;wielkopolskie;KLW;1574;;CEIDG;01.06.2014;29.01.2020;nie ma strony www;1836
57423;warmiñsko-mazurskie;OLW;437;;CEIDG;04.12.1995;26.04.2018;nie ma strony www;1200
57426;kujawsko-pomorskie;TOW;1574;;CEIDG;01.12.1995;14.08.2019;nie ma strony www;756
57428;kujawsko-pomorskie;BDW;526;;CEIDG;04.11.1996;09.10.2018;nie ma strony www;2125
57434;kujawsko-pomorskie;BDW;411;;CEIDG;10.12.2013;19.09.2018;ma stronê www;500
57435;dolnoœl¹skie;WBW;522;;CEIDG;01.06.1995;26.06.2018;nie ma strony www;1400
57437;ma³opolskie;TRW;848;2-5 osób;CEIDG;18.01.2001;10.03.2020;nie ma strony www;600
57440;warmiñsko-mazurskie;MZW;5;;CEIDG;14.10.2013;04.04.2019;ma stronê www;1920
57442;wielkopolskie;KNW;1171;1 osoba;CEIDG;04.08.2014;24.07.2020;ma stronê www;900
57444;mazowieckie;LNW;526;;CEIDG;20.07.1990;15.11.2018;ma stronê www;2200
57449;lubuskie;ZGW;522;;CEIDG;04.11.1996;22.02.2018;ma stronê www;800
57451;³ódzkie;PTW;755;;CEIDG;08.01.1997;11.02.2019;nie ma strony www;500
57453;kujawsko-pomorskie;BDW;10001;2-5 osób;CEIDG;01.11.1995;09.08.2019;ma stronê www;29540
57455;dolnoœl¹skie;JGW;5;;CEIDG;01.07.2013;14.05.2019;ma stronê www;12456
57457;pomorskie;GDW;1171;;CEIDG;01.02.2013;28.02.2019;ma stronê www;8868
57462;pomorskie;ELW;1171;1 osoba;CEIDG;31.03.1999;03.09.2020;ma stronê www;950
57469;³ódzkie;PTW;907;;CEIDG;01.02.2013;15.05.2019;ma stronê www;800
57470;kujawsko-pomorskie;TOW;755;;CEIDG;01.10.2013;11.05.2018;ma stronê www;8693
57475;dolnoœl¹skie;WRW;98;;CEIDG;01.09.1993;18.09.2020;ma stronê www;5364
57479;pomorskie;GDW;907;;CEIDG;01.01.2015;20.11.2019;ma stronê www;7056
57481;³ódzkie;SRW;437;;CEIDG;01.07.1991;07.07.2020;ma stronê www;1060
57483;ma³opolskie;NSW;1171;;CEIDG;03.08.2013;19.06.2020;nie ma strony www;500
57484;podkarpackie;KOW;411;;CEIDG;20.12.2014;16.04.2019;nie ma strony www;1920
57487;zachodniopomorskie;SZW;755;;CEIDG;01.01.1993;09.07.2018;nie ma strony www;595
57490;pomorskie;GDW;1574;;CEIDG;01.07.2013;09.03.2020;ma stronê www;3980
57494;³ódzkie;SKW;526;;CEIDG;04.05.1978;01.10.2020;nie ma strony www;1287
57501;pomorskie;GDW;98;;CEIDG;25.07.1996;25.01.2020;e-commerce;650
57502;œwiêtokrzyskie;KIW;411;;CEIDG;03.12.2014;23.11.2018;ma stronê www;899
57505;ma³opolskie;KRW;522;;CEIDG;03.10.1995;10.04.2018;nie ma strony www;1220
57507;ma³opolskie;KRW;522;;CEIDG;01.04.1992;24.07.2018;nie ma strony www;1000
57510;œl¹skie;KTW;1171;;CEIDG;11.09.2013;28.02.2019;ma stronê www;6700
57515;³ódzkie;LDW;755;;CEIDG;21.11.2012;18.06.2019;nie ma strony www;2112
