id;nazwa_wojewodztwa;kod_rynku;kod_branzy;liczba_pracownikow;zrodlo_rejestr;data_rejestracji;data_ostatnie_zamowienie;obecnosc_w_internecie;target_wartosc_sprzedazy
11655;pomorskie;GDW;1574;1 osoba;CEIDG;11.03.2002;06.10.2020;ma stronê www;820
11660;³ódzkie;LDW;10001;6-10 osób;CEIDG;01.01.1982;23.05.2018;ma stronê www;2900
11664;³ódzkie;PTW;98;11-20 osób;CEIDG;10.06.1993;28.09.2020;nie ma strony www;350
11669;³ódzkie;PTW;1433;2-5 osób;CEIDG;30.04.2003;01.02.2018;ma stronê www;600
11678;dolnoœl¹skie;WBW;411;2-5 osób;CEIDG;07.05.2001;21.05.2019;ma stronê www;6984
11686;dolnoœl¹skie;WRW;755;1 osoba;CEIDG;14.09.2000;29.10.2018;nie ma strony www;702
11688;wielkopolskie;PIW;5;2-5 osób;CEIDG;01.12.1995;11.07.2018;nie ma strony www;350
11693;wielkopolskie;KNW;5;2-5 osób;CEIDG;03.01.2005;25.06.2020;e-commerce;950
14418;pomorskie;GDW;755;2-5 osób;CEIDG;27.06.2001;06.03.2020;ma stronê www;1680
14420;ma³opolskie;KRW;755;6-10 osób;CEIDG;09.06.1999;08.10.2020;ma stronê www;2690
14424;warmiñsko-mazurskie;OLW;5;1 osoba;CEIDG;02.06.2004;25.11.2019;ma stronê www;252
14480;mazowieckie;WAW;755;2-5 osób;CEIDG;18.06.2004;11.01.2018;ma stronê www;900
14481;œl¹skie;KTW;652;2-5 osób;CEIDG;01.12.2001;29.11.2019;ma stronê www;2500
14488;mazowieckie;GRW;437;2-5 osób;CEIDG;24.06.2004;30.08.2018;ma stronê www;860
14506;pomorskie;GDW;755;2-5 osób;CEIDG;21.04.1992;22.05.2019;ma stronê www;6600
14519;œl¹skie;KTW;5;1 osoba;CEIDG;28.08.2003;09.04.2018;ma stronê www;1600
14520;ma³opolskie;KRW;10001;2-5 osób;CEIDG;23.03.2001;19.10.2020;ma stronê www;5075
14565;wielkopolskie;POW;1574;6-10 osób;CEIDG;28.02.1997;23.09.2020;ma stronê www;1690
14566;mazowieckie;WAW;1574;6-10 osób;CEIDG;01.08.2008;07.05.2020;ma stronê www;2900
14577;kujawsko-pomorskie;BDW;98;11-20 osób;KRS;01.01.1992;24.01.2020;nie ma strony www;1460
14578;dolnoœl¹skie;WBW;968;6-10 osób;CEIDG;28.07.2003;26.03.2018;ma stronê www;1400
14602;wielkopolskie;POW;1386;11-20 osób;KRS;30.07.1991;27.02.2018;ma stronê www;600
14605;œl¹skie;DGW;10001;1 osoba;CEIDG;01.12.1992;28.04.2020;ma stronê www;571
14608;lubelskie;LBW;437;2-5 osób;CEIDG;31.12.1991;10.12.2019;ma stronê www;1105
14612;wielkopolskie;KLW;652;6-10 osób;CEIDG;22.09.2000;22.06.2020;ma stronê www;23796
14613;wielkopolskie;KNW;437;2-5 osób;KRS;01.01.2003;27.08.2019;ma stronê www;2200
14614;mazowieckie;GRW;437;;CEIDG;19.01.1996;19.08.2020;ma stronê www;500
14620;lubelskie;LBW;968;2-5 osób;CEIDG;01.12.1986;19.02.2020;ma stronê www;500
14623;mazowieckie;LNW;755;1 osoba;CEIDG;17.12.2001;06.07.2020;nie ma strony www;549
14633;œwiêtokrzyskie;KIW;98;2-5 osób;KRS;26.09.2005;08.05.2020;ma stronê www;800
14640;wielkopolskie;POW;1171;2-5 osób;CEIDG;27.03.1997;01.04.2020;ma stronê www;5940
14641;podkarpackie;PRW;98;6-10 osób;CEIDG;14.03.2002;09.10.2020;nie ma strony www;6492
14644;pomorskie;GDW;755;2-5 osób;CEIDG;28.01.2004;07.10.2019;ma stronê www;7376
14659;pomorskie;GDW;968;1 osoba;CEIDG;11.08.2006;03.09.2020;ma stronê www;970
14668;œwiêtokrzyskie;KIW;5;1 osoba;CEIDG;28.01.2003;16.01.2020;ma stronê www;3400
14670;podkarpackie;PRW;755;6-10 osób;CEIDG;01.12.1976;28.11.2018;nie ma strony www;500
14686;zachodniopomorskie;SZW;1171;2-5 osób;KRS;01.01.2001;05.03.2020;ma stronê www;1200
14694;dolnoœl¹skie;WRW;98;2-5 osób;CEIDG;12.06.1992;30.04.2020;e-commerce;2000
14702;mazowieckie;SDW;522;1 osoba;CEIDG;01.12.1997;16.10.2020;ma stronê www;240
14708;œl¹skie;GLW;755;6-10 osób;CEIDG;09.07.2001;22.08.2019;ma stronê www;14598,2
14713;kujawsko-pomorskie;BDW;1433;1 osoba;CEIDG;01.09.1996;15.11.2019;ma stronê www;300
14722;pomorskie;GDW;437;1 osoba;CEIDG;11.09.2000;19.09.2019;ma stronê www;11344
14724;pomorskie;GDW;755;2-5 osób;CEIDG;01.12.2002;19.06.2020;ma stronê www;1650
14733;œl¹skie;TYW;1574;2-5 osób;CEIDG;01.12.1993;03.10.2018;ma stronê www;4162
14738;dolnoœl¹skie;WRW;10001;6-10 osób;CEIDG;01.01.1999;05.10.2018;ma stronê www;550
14754;œl¹skie;RBW;5;2-5 osób;CEIDG;01.03.1994;21.04.2020;ma stronê www;2135
14755;œl¹skie;KTW;848;101-250 osób;KRS;01.01.1988;10.07.2018;ma stronê www;690
14761;kujawsko-pomorskie;BDW;848;1 osoba;CEIDG;03.11.1994;26.02.2020;ma stronê www;6336
14773;pomorskie;GDW;968;6-10 osób;CEIDG;01.12.1995;16.04.2019;ma stronê www;3550
14787;mazowieckie;LNW;848;2-5 osób;CEIDG;01.12.1989;08.08.2019;ma stronê www;2865
14814;opolskie;OPW;755;101-250 osób;KRS;10.09.2004;24.01.2020;e-commerce;2424
14819;pomorskie;SLW;10001;6-10 osób;CEIDG;10.09.2001;24.01.2020;nie ma strony www;3456
14840;zachodniopomorskie;SZW;522;21-50 osób;KRS;02.03.2000;18.02.2020;ma stronê www;4610
14842;wielkopolskie;POW;755;1 osoba;CEIDG;03.01.2012;21.10.2020;nie ma strony www;11082
14844;zachodniopomorskie;SZW;755;1 osoba;CEIDG;21.04.1998;31.08.2020;nie ma strony www;4500
14845;dolnoœl¹skie;WRW;5;2-5 osób;CEIDG;01.01.1992;18.10.2019;ma stronê www;7920
14847;dolnoœl¹skie;WRW;10001;2-5 osób;CEIDG;01.12.1996;06.08.2020;ma stronê www;1650
14857;dolnoœl¹skie;WRW;411;2-5 osób;CEIDG;04.02.2003;17.04.2019;ma stronê www;2530
14863;dolnoœl¹skie;WRW;1386;;CEIDG;15.11.2004;07.01.2020;nie ma strony www;500
14875;mazowieckie;WAW;848;101-250 osób;KRS;01.01.1998;04.05.2020;ma stronê www;840
14881;ma³opolskie;KRW;1171;1 osoba;CEIDG;10.02.1999;20.08.2020;nie ma strony www;1420
14882;kujawsko-pomorskie;BDW;10001;6-10 osób;CEIDG;01.02.2002;24.04.2019;ma stronê www;6196
14891;œl¹skie;BBW;1171;2-5 osób;CEIDG;01.04.2004;18.05.2018;ma stronê www;1300
14896;œl¹skie;CZW;755;2-5 osób;CEIDG;10.09.1998;04.01.2020;ma stronê www;1100
14897;zachodniopomorskie;SZW;10001;6-10 osób;CEIDG;17.11.1994;10.09.2020;ma stronê www;1296
14913;opolskie;OPW;968;2-5 osób;KRS;01.01.2004;09.03.2020;ma stronê www;2300
14918;pomorskie;GDW;907;1 osoba;CEIDG;20.11.1998;01.06.2020;nie ma strony www;1584
14920;œl¹skie;RBW;907;6-10 osób;CEIDG;01.12.1992;01.10.2018;nie ma strony www;390
14941;ma³opolskie;KRW;437;1 osoba;CEIDG;16.12.2004;26.08.2020;nie ma strony www;1760
14948;pomorskie;GDW;755;1 osoba;CEIDG;03.09.1998;12.10.2020;ma stronê www;1500
14950;pomorskie;GDW;411;6-10 osób;CEIDG;20.10.1990;05.02.2018;nie ma strony www;450
14953;pomorskie;GDW;1171;6-10 osób;CEIDG;01.11.1990;19.02.2020;nie ma strony www;1300
14955;pomorskie;GDW;652;1 osoba;CEIDG;01.12.1990;29.05.2020;ma stronê www;550
14956;wielkopolskie;POW;755;1 osoba;CEIDG;01.12.1990;07.04.2020;nie ma strony www;400
14961;œl¹skie;BBW;98;6-10 osób;CEIDG;17.02.1992;31.07.2019;ma stronê www;400
14968;podlaskie;BIW;10001;6-10 osób;CEIDG;01.02.1993;25.06.2018;nie ma strony www;220
14975;podlaskie;BIW;1171;6-10 osób;CEIDG;10.12.2004;27.11.2018;nie ma strony www;300
14988;podlaskie;LMW;411;1 osoba;CEIDG;23.02.1996;05.05.2020;nie ma strony www;1190
14998;podlaskie;BIW;755;11-20 osób;CEIDG;14.07.2004;16.07.2018;ma stronê www;1700
15015;dolnoœl¹skie;WBW;755;2-5 osób;CEIDG;23.01.2003;02.08.2018;nie ma strony www;500
15016;dolnoœl¹skie;JGW;755;;CEIDG;01.12.1991;16.10.2019;ma stronê www;3652
15020;dolnoœl¹skie;LGW;1574;6-10 osób;CEIDG;01.12.1996;25.06.2019;ma stronê www;7020
15021;warmiñsko-mazurskie;MZW;907;6-10 osób;CEIDG;07.03.1992;15.07.2020;ma stronê www;4773
15030;dolnoœl¹skie;JGW;10001;;CEIDG;16.12.2004;01.06.2020;ma stronê www;600
15034;œwiêtokrzyskie;KIW;1433;6-10 osób;CEIDG;18.08.2004;17.12.2019;nie ma strony www;1020
15038;œwiêtokrzyskie;KIW;437;6-10 osób;CEIDG;01.02.2004;03.06.2019;e-commerce;500
15046;lubuskie;ZGW;755;1 osoba;CEIDG;29.11.2004;13.08.2018;nie ma strony www;320
15067;pomorskie;GDW;98;2-5 osób;CEIDG;01.12.1992;05.04.2019;ma stronê www;2700
15076;œl¹skie;GLW;755;6-10 osób;CEIDG;01.12.1990;08.04.2019;e-commerce;550
15099;kujawsko-pomorskie;BDW;755;6-10 osób;CEIDG;16.03.1993;19.10.2020;ma stronê www;2652
15117;³ódzkie;PTW;98;;CEIDG;02.02.1998;16.10.2020;ma stronê www;5100
15164;pomorskie;GDW;1574;1 osoba;CEIDG;10.09.2002;27.09.2018;ma stronê www;500
15167;dolnoœl¹skie;JGW;98;2-5 osób;CEIDG;01.12.1993;24.05.2019;e-commerce;950
15179;lubuskie;GWW;755;2-5 osób;CEIDG;01.08.1994;18.10.2018;ma stronê www;600
15180;opolskie;OPW;848;11-20 osób;KRS;14.12.1993;31.08.2018;ma stronê www;2120
15183;warmiñsko-mazurskie;ELW;652;;CEIDG;13.10.2011;12.12.2019;nie ma strony www;1620
15184;warmiñsko-mazurskie;MZW;755;1 osoba;CEIDG;01.12.1995;24.07.2018;nie ma strony www;600
15188;warmiñsko-mazurskie;MZW;437;2-5 osób;CEIDG;13.04.2010;01.10.2018;ma stronê www;600
15203;mazowieckie;SDW;907;;CEIDG;16.12.2004;28.02.2018;nie ma strony www;350
15220;pomorskie;ELW;437;2-5 osób;CEIDG;05.03.1998;14.09.2020;ma stronê www;500
15241;pomorskie;GDW;526;6-10 osób;CEIDG;04.11.2005;06.05.2019;nie ma strony www;1728
15253;warmiñsko-mazurskie;OLW;1402;2-5 osób;CEIDG;01.12.1996;28.05.2018;e-commerce;650
15263;mazowieckie;GRW;1402;6-10 osób;CEIDG;12.02.1993;02.09.2020;nie ma strony www;960
15273;warmiñsko-mazurskie;ELW;98;1 osoba;CEIDG;01.12.1998;25.06.2020;nie ma strony www;300
15278;dolnoœl¹skie;JGW;1574;1 osoba;CEIDG;01.12.1996;03.04.2020;nie ma strony www;400
21602;wielkopolskie;POW;10001;6-10 osób;CEIDG;01.07.1996;13.02.2018;ma stronê www;650
21603;mazowieckie;WAW;5;1 osoba;CEIDG;19.02.2003;03.07.2018;ma stronê www;579
21608;œl¹skie;KTW;10001;2-5 osób;CEIDG;02.08.2010;01.09.2020;ma stronê www;1152
21619;podkarpackie;RZW;10001;1 osoba;CEIDG;01.10.2002;16.01.2019;nie ma strony www;600
21627;œwiêtokrzyskie;KIW;755;1 osoba;CEIDG;02.01.1996;28.02.2018;ma stronê www;450
21628;œwiêtokrzyskie;KIW;98;1 osoba;CEIDG;01.01.1996;04.11.2019;ma stronê www;1340
21637;mazowieckie;RDW;968;1 osoba;CEIDG;08.10.2008;12.06.2019;ma stronê www;700
21638;lubuskie;ZGW;411;2-5 osób;CEIDG;01.10.2005;26.06.2020;nie ma strony www;1404
21642;mazowieckie;RDW;5;1 osoba;CEIDG;25.07.2006;11.03.2019;nie ma strony www;651
21645;lubuskie;GWW;5;1 osoba;CEIDG;01.01.2005;03.07.2019;ma stronê www;1200
21651;mazowieckie;RDW;1171;2-5 osób;CEIDG;24.08.2007;24.09.2020;ma stronê www;1002
21652;mazowieckie;RDW;755;1 osoba;CEIDG;11.12.2001;28.09.2020;nie ma strony www;700
21662;pomorskie;SLW;652;6-10 osób;CEIDG;02.06.2007;05.03.2019;ma stronê www;699
21664;wielkopolskie;PIW;1574;1 osoba;CEIDG;21.07.2006;27.03.2020;ma stronê www;3550
21679;ma³opolskie;NSW;755;;CEIDG;17.12.2007;04.12.2019;nie ma strony www;950
21691;warmiñsko-mazurskie;OLW;652;6-10 osób;CEIDG;10.12.2007;30.09.2019;ma stronê www;2090
21692;œwiêtokrzyskie;KIW;1402;6-10 osób;CEIDG;15.06.1992;19.12.2019;ma stronê www;650
21694;zachodniopomorskie;KSW;5;6-10 osób;CEIDG;09.10.2008;28.09.2020;nie ma strony www;405
21696;œwiêtokrzyskie;KIW;755;2-5 osób;CEIDG;01.12.2004;27.01.2020;ma stronê www;1160
21698;zachodniopomorskie;KSW;98;1 osoba;CEIDG;20.04.2006;11.02.2019;e-commerce;1840
21700;podkarpackie;PRW;10001;2-5 osób;CEIDG;08.04.2002;07.07.2020;ma stronê www;1050
21707;lubuskie;ZGW;848;2-5 osób;CEIDG;06.10.2008;28.08.2020;ma stronê www;6000
21710;podkarpackie;PRW;10001;6-10 osób;CEIDG;01.02.2004;20.02.2020;ma stronê www;690
21716;mazowieckie;PAW;522;6-10 osób;CEIDG;12.07.1993;29.10.2018;e-commerce;1400
21718;warmiñsko-mazurskie;OLW;968;6-10 osób;CEIDG;21.07.2003;27.04.2018;ma stronê www;500
21725;dolnoœl¹skie;LGW;526;6-10 osób;CEIDG;10.11.1992;15.11.2019;ma stronê www;870
21733;podkarpackie;PRW;1171;1 osoba;CEIDG;30.12.2000;26.03.2019;nie ma strony www;350
21734;œwiêtokrzyskie;KIW;411;2-5 osób;CEIDG;25.10.2002;18.03.2020;nie ma strony www;400
21747;podkarpackie;RZW;10001;2-5 osób;CEIDG;29.10.1992;18.09.2018;ma stronê www;3000
21748;podkarpackie;RZW;437;1 osoba;CEIDG;03.01.2007;07.10.2020;ma stronê www;7020
21750;podkarpackie;RZW;98;;CEIDG;20.01.2005;06.04.2020;ma stronê www;1335
21760;lubuskie;ZGW;755;1 osoba;CEIDG;01.07.1996;20.10.2020;ma stronê www;680
21773;podkarpackie;KOW;1171;2-5 osób;CEIDG;04.06.2007;27.08.2018;nie ma strony www;1200
21776;podkarpackie;TBW;5;1 osoba;CEIDG;09.02.1996;06.12.2019;nie ma strony www;470
21782;podkarpackie;TBW;5;;CEIDG;09.01.2008;24.10.2018;ma stronê www;450
21790;zachodniopomorskie;KSW;755;1 osoba;CEIDG;14.10.2008;19.10.2018;ma stronê www;650
21802;œl¹skie;GLW;907;2-5 osób;CEIDG;14.01.2008;05.09.2018;e-commerce;450
21804;podkarpackie;RZW;755;2-5 osób;CEIDG;15.06.1992;09.10.2020;ma stronê www;3515
21817;œl¹skie;KTW;1171;2-5 osób;KRS;19.05.2006;26.07.2018;ma stronê www;1800
21818;podkarpackie;RZW;755;1 osoba;CEIDG;22.06.2001;15.05.2020;nie ma strony www;400
21822;ma³opolskie;KRW;98;1 osoba;CEIDG;01.01.2005;07.05.2020;ma stronê www;3480
21825;wielkopolskie;POW;5;2-5 osób;CEIDG;15.10.2008;14.05.2019;ma stronê www;550
21828;wielkopolskie;POW;848;11-20 osób;CEIDG;21.02.2008;12.08.2020;ma stronê www;550
21839;œl¹skie;TYW;1171;6-10 osób;KRS;11.03.1999;11.04.2018;ma stronê www;1440
21842;³ódzkie;SRW;437;2-5 osób;CEIDG;24.05.1991;20.02.2020;nie ma strony www;510
21843;ma³opolskie;NSW;98;6-10 osób;CEIDG;03.01.2000;15.10.2020;nie ma strony www;400
21845;dolnoœl¹skie;WRW;10001;1 osoba;CEIDG;24.07.2006;10.08.2020;ma stronê www;23830
21858;mazowieckie;SDW;652;1 osoba;CEIDG;19.05.1997;17.10.2018;nie ma strony www;500
21868;warmiñsko-mazurskie;OLW;755;6-10 osób;CEIDG;15.01.2006;25.06.2020;ma stronê www;38668
21915;œl¹skie;CZW;1574;1 osoba;CEIDG;09.08.2005;03.04.2018;nie ma strony www;250
21920;lubuskie;GWW;10001;6-10 osób;CEIDG;16.06.2003;27.02.2020;nie ma strony www;500
21925;kujawsko-pomorskie;TOW;5;2-5 osób;CEIDG;25.09.2007;19.05.2020;nie ma strony www;1880
21927;warmiñsko-mazurskie;OLW;10001;6-10 osób;CEIDG;01.06.2002;12.02.2020;ma stronê www;1200
21930;œl¹skie;DGW;526;101-250 osób;KRS;01.01.1998;26.04.2019;ma stronê www;690
21931;mazowieckie;WAW;848;;CEIDG;20.05.2002;06.02.2018;ma stronê www;400
21932;mazowieckie;GAW;10001;6-10 osób;CEIDG;01.12.2000;24.04.2018;ma stronê www;1000
21933;ma³opolskie;KRW;1171;;CEIDG;29.10.2008;25.03.2019;ma stronê www;1490
21934;ma³opolskie;KRW;411;2-5 osób;CEIDG;31.10.2002;09.10.2020;nie ma strony www;450
21939;opolskie;OPW;1171;6-10 osób;CEIDG;04.12.2000;18.01.2019;nie ma strony www;1220
21942;œl¹skie;DGW;5;;CEIDG;01.12.1995;31.08.2018;nie ma strony www;1100
21943;zachodniopomorskie;SZW;1433;2-5 osób;CEIDG;01.01.2006;31.07.2019;ma stronê www;280
21946;œl¹skie;DGW;1171;1 osoba;CEIDG;22.03.2006;23.01.2019;nie ma strony www;500
21948;œl¹skie;KTW;411;2-5 osób;CEIDG;01.11.2005;09.04.2018;ma stronê www;460
21951;zachodniopomorskie;KSW;907;;CEIDG;15.08.2008;15.06.2018;e-commerce;690
21960;dolnoœl¹skie;LGW;1171;6-10 osób;CEIDG;22.01.1998;31.03.2020;ma stronê www;1400
21962;mazowieckie;SDW;1433;1 osoba;CEIDG;04.06.2007;01.09.2020;ma stronê www;1200
21964;mazowieckie;SDW;98;1 osoba;CEIDG;20.12.2002;12.08.2020;ma stronê www;4200
21972;œl¹skie;TYW;968;6-10 osób;CEIDG;10.01.2007;15.01.2020;ma stronê www;9700
21973;œl¹skie;RBW;98;6-10 osób;CEIDG;27.11.2007;02.04.2020;ma stronê www;300
22001;opolskie;OPW;437;6-10 osób;CEIDG;03.07.1996;19.10.2020;ma stronê www;1380
22011;kujawsko-pomorskie;TOW;437;6-10 osób;CEIDG;15.03.2007;28.07.2020;nie ma strony www;500
22020;podlaskie;LMW;652;6-10 osób;CEIDG;01.02.2007;18.12.2019;ma stronê www;3000
22034;pomorskie;GDW;98;6-10 osób;CEIDG;01.12.1996;29.05.2020;ma stronê www;3200
22040;dolnoœl¹skie;LGW;907;6-10 osób;CEIDG;12.01.2005;16.02.2018;ma stronê www;500
22046;zachodniopomorskie;SZW;1386;6-10 osób;CEIDG;21.02.2007;15.06.2020;ma stronê www;4751
22067;dolnoœl¹skie;WRW;526;;CEIDG;28.11.2008;11.01.2019;ma stronê www;900
22073;zachodniopomorskie;SZW;1171;6-10 osób;CEIDG;15.09.1996;28.01.2020;nie ma strony www;1310
22091;mazowieckie;SDW;98;2-5 osób;CEIDG;02.11.1991;11.07.2019;ma stronê www;450
22098;mazowieckie;LNW;1574;1 osoba;CEIDG;01.12.1999;04.05.2020;ma stronê www;630
22105;œl¹skie;CZW;755;6-10 osób;CEIDG;01.06.2007;28.03.2019;ma stronê www;8982
22109;³ódzkie;LDW;1433;2-5 osób;KRS;31.08.2007;15.04.2019;ma stronê www;7470
22116;mazowieckie;WAW;1402;6-10 osób;CEIDG;18.05.1992;01.03.2018;ma stronê www;1350
22117;œl¹skie;GLW;98;2-5 osób;CEIDG;13.11.2007;06.03.2018;nie ma strony www;450
22121;opolskie;OPW;437;6-10 osób;CEIDG;12.06.2000;11.10.2019;ma stronê www;690
22148;mazowieckie;PAW;755;1 osoba;CEIDG;01.12.1996;08.10.2020;nie ma strony www;700
22153;dolnoœl¹skie;WBW;848;;CEIDG;30.01.2007;09.09.2020;ma stronê www;14496
22190;lubelskie;LBW;437;6-10 osób;CEIDG;11.08.2006;02.04.2020;ma stronê www;1820
22203;ma³opolskie;KRW;848;;CEIDG;01.02.2007;07.11.2018;ma stronê www;1300
22207;³ódzkie;LDW;848;6-10 osób;CEIDG;14.02.2007;10.08.2020;ma stronê www;1000
22209;œl¹skie;BBW;98;1 osoba;CEIDG;01.08.1994;16.03.2020;nie ma strony www;600
22231;lubelskie;LBW;1402;1 osoba;CEIDG;15.05.2007;21.11.2019;ma stronê www;1836
22236;lubelskie;LBW;10001;6-10 osób;CEIDG;01.01.1996;24.04.2018;nie ma strony www;450
22238;lubelskie;LBW;98;6-10 osób;CEIDG;03.07.2003;08.01.2019;nie ma strony www;700
22241;kujawsko-pomorskie;BDW;968;2-5 osób;CEIDG;02.11.2005;21.04.2020;ma stronê www;2800
22252;kujawsko-pomorskie;BDW;437;1 osoba;CEIDG;03.06.2008;03.09.2020;nie ma strony www;500
22281;dolnoœl¹skie;WRW;1574;6-10 osób;CEIDG;01.07.1996;20.03.2020;nie ma strony www;320
22282;dolnoœl¹skie;WRW;1574;6-10 osób;CEIDG;15.03.2001;21.09.2020;ma stronê www;1500
22295;dolnoœl¹skie;WRW;5;2-5 osób;CEIDG;17.09.1997;22.06.2020;ma stronê www;7356
22306;ma³opolskie;KRW;652;6-10 osób;CEIDG;16.06.2006;27.02.2020;ma stronê www;3168
22335;mazowieckie;PLW;10001;6-10 osób;CEIDG;27.10.2004;07.09.2020;ma stronê www;600
22351;œl¹skie;RBW;1574;6-10 osób;CEIDG;11.01.1999;29.09.2020;ma stronê www;7150
22354;mazowieckie;WAW;5;6-10 osób;CEIDG;03.11.2008;18.12.2019;nie ma strony www;500
22375;opolskie;OPW;755;;CEIDG;06.03.2006;30.06.2020;ma stronê www;1500
22385;kujawsko-pomorskie;BDW;652;2-5 osób;CEIDG;24.06.2002;03.07.2020;nie ma strony www;500
22391;opolskie;OPW;411;2-5 osób;CEIDG;01.12.1996;24.09.2019;ma stronê www;2679
22395;warmiñsko-mazurskie;OLW;10001;6-10 osób;CEIDG;17.04.2001;16.01.2020;ma stronê www;500
22399;³ódzkie;SRW;1171;6-10 osób;CEIDG;23.10.2008;05.03.2019;nie ma strony www;680
22402;mazowieckie;WAW;1574;101-250 osób;KRS;01.01.1994;15.01.2019;ma stronê www;1600
22403;zachodniopomorskie;SZW;522;2-5 osób;CEIDG;25.02.2004;19.03.2020;ma stronê www;6860
22415;œl¹skie;KTW;10001;6-10 osób;CEIDG;03.02.1997;04.09.2020;e-commerce;54720
22416;wielkopolskie;POW;755;2-5 osób;CEIDG;15.03.1993;22.02.2019;ma stronê www;1200
22418;mazowieckie;SDW;1171;6-10 osób;CEIDG;30.12.2004;03.06.2020;ma stronê www;16524
22441;mazowieckie;WAW;1171;6-10 osób;CEIDG;10.07.2006;16.04.2020;ma stronê www;5700
22465;wielkopolskie;KLW;968;2-5 osób;CEIDG;21.05.2008;17.02.2020;ma stronê www;600
22475;dolnoœl¹skie;JGW;1574;1 osoba;CEIDG;01.12.1996;31.03.2020;ma stronê www;3182
22483;dolnoœl¹skie;JGW;526;2-5 osób;CEIDG;22.05.2001;03.01.2019;ma stronê www;1000
22484;mazowieckie;GAW;755;6-10 osób;CEIDG;02.01.2006;08.07.2019;nie ma strony www;320
22491;lubelskie;LBW;652;6-10 osób;CEIDG;13.06.2008;08.10.2020;ma stronê www;39800
22493;dolnoœl¹skie;WBW;755;6-10 osób;CEIDG;13.10.1999;16.10.2019;ma stronê www;300
28816;lubelskie;LBW;755;1 osoba;CEIDG;01.12.1990;28.01.2019;nie ma strony www;500
28821;³ódzkie;LDW;1433;1 osoba;CEIDG;17.02.2010;03.06.2019;nie ma strony www;1000
28827;dolnoœl¹skie;WRW;98;2-5 osób;CEIDG;01.12.1994;18.01.2018;nie ma strony www;250
28830;mazowieckie;PLW;1171;2-5 osób;CEIDG;05.06.2008;25.08.2020;ma stronê www;1500
28834;opolskie;OPW;1171;;CEIDG;23.11.2006;27.11.2019;ma stronê www;11016
28840;kujawsko-pomorskie;TOW;10001;2-5 osób;CEIDG;01.07.2007;31.08.2018;ma stronê www;7840
28850;mazowieckie;GRW;968;11-20 osób;CEIDG;24.05.2006;31.01.2020;ma stronê www;2120
28869;kujawsko-pomorskie;WLW;652;2-5 osób;CEIDG;01.05.1999;25.09.2019;ma stronê www;850
28877;dolnoœl¹skie;WRW;526;2-5 osób;CEIDG;01.12.1992;17.09.2020;ma stronê www;400
28878;podlaskie;BIW;98;1 osoba;CEIDG;01.07.1997;07.02.2019;ma stronê www;500
28879;dolnoœl¹skie;WBW;652;1 osoba;CEIDG;02.11.2006;12.05.2020;nie ma strony www;320
28882;dolnoœl¹skie;WRW;1574;2-5 osób;CEIDG;25.09.1996;09.12.2019;nie ma strony www;300
28897;mazowieckie;SDW;1433;2-5 osób;CEIDG;27.01.2009;18.09.2018;ma stronê www;1410
28910;mazowieckie;GRW;10001;101-250 osób;KRS;01.01.1987;26.03.2019;ma stronê www;2600
28926;mazowieckie;PAW;1386;;CEIDG;15.05.2000;08.10.2020;ma stronê www;6908
28929;mazowieckie;PLW;968;1 osoba;CEIDG;11.10.2010;29.01.2019;ma stronê www;2600
28930;mazowieckie;RDW;10001;1 osoba;CEIDG;29.09.2008;26.10.2020;ma stronê www;2780
28940;mazowieckie;PLW;968;;CEIDG;26.02.2008;12.08.2020;ma stronê www;12564
28989;mazowieckie;WAW;437;2-5 osób;CEIDG;13.05.2010;18.09.2020;ma stronê www;1100
28990;dolnoœl¹skie;WRW;652;1 osoba;CEIDG;01.09.2001;24.06.2020;ma stronê www;8640
28996;œwiêtokrzyskie;KIW;10001;2-5 osób;CEIDG;21.04.2009;03.07.2020;ma stronê www;9912
28998;kujawsko-pomorskie;BDW;437;;CEIDG;17.05.2004;04.03.2020;ma stronê www;6444
29019;pomorskie;GDW;522;;CEIDG;06.04.2005;20.11.2018;nie ma strony www;500
29024;pomorskie;GDW;1574;1 osoba;KRS;01.02.1992;20.07.2020;ma stronê www;2640
29027;pomorskie;GDW;98;;CEIDG;10.07.1991;16.03.2020;nie ma strony www;600
29030;pomorskie;GDW;1574;2-5 osób;CEIDG;01.05.1999;10.10.2019;nie ma strony www;350
29039;œl¹skie;KTW;1171;2-5 osób;CEIDG;23.03.2010;04.06.2020;ma stronê www;1505
29053;³ódzkie;SRW;10001;;CEIDG;06.05.2010;21.10.2020;ma stronê www;700
29057;³ódzkie;SRW;1171;;CEIDG;18.02.2005;04.12.2019;nie ma strony www;1356
29058;podkarpackie;PRW;98;1 osoba;CEIDG;08.09.2005;02.09.2019;ma stronê www;500
29061;œl¹skie;KTW;652;1 osoba;CEIDG;30.10.2007;09.03.2018;nie ma strony www;500
29074;lubuskie;GWW;10001;2-5 osób;CEIDG;01.01.2004;18.06.2020;ma stronê www;840
29083;lubuskie;ZGW;968;1 osoba;CEIDG;23.05.1984;07.09.2020;ma stronê www;700
29085;œwiêtokrzyskie;KIW;98;1 osoba;CEIDG;06.03.2008;18.06.2020;nie ma strony www;1500
29087;lubuskie;ZGW;10001;1 osoba;CEIDG;14.05.2004;04.06.2018;ma stronê www;1600
29091;opolskie;OPW;968;;CEIDG;18.10.2010;20.04.2018;nie ma strony www;1100
